index,Image,Object_id,Length,Width,Area
24189,PAMA BMO2_PIT CH_Z_CCTV Patroll Highwall CH Timur_NVR Mining Eyes (289).txt,HD,26.0,24.0,624.0
24190,PAMA BMO2_PIT CH_Z_CCTV Patroll Highwall CH Timur_NVR Mining Eyes (289).txt,HD,35.0,19.0,665.0
24200,PAMA_1 19.txt,HD,31.0,28.0,868.0
24201,PAMA_1 19.txt,HD,36.0,25.0,900.0
24204,PAMA_1 19.txt,HD,18.0,14.0,252.0
24218,PAMA_1 29.txt,HD,19.0,17.0,323.0
24219,PAMA_1 29.txt,HD,43.0,22.0,946.0
24220,PAMA_1 29.txt,HD,40.0,22.0,880.0
24225,PAMA_1 29.txt,HD,30.0,29.0,870.0
24257,PAMA BMO2_PIT CH_Z_CCTV Patroll Highwall CH Timur_NVR Mining Eyes (302).txt,HD,35.0,19.0,665.0
24258,PAMA BMO2_PIT CH_Z_CCTV Patroll Highwall CH Timur_NVR Mining Eyes (302).txt,HD,39.0,23.0,897.0
24273,PAMA_1 20.txt,HD,17.0,16.0,272.0
24275,PAMA_1 20.txt,HD,30.0,29.0,870.0
24280,PAMA_1 25.txt,HD,19.0,15.0,285.0
24283,PAMA_1 25.txt,HD,30.0,29.0,870.0
24288,PAMA_1 25.txt,HD,43.0,22.0,946.0
24289,PAMA_1 25.txt,HD,26.0,15.0,390.0
24296,PAMA_1 30.txt,HD,19.0,17.0,323.0
24298,PAMA_1 30.txt,HD,30.0,29.0,870.0
24301,PAMA_1 30.txt,HD,41.0,21.0,861.0
24302,PAMA_1 30.txt,HD,45.0,22.0,990.0
24305,PAMA_1 30.txt,HD,43.0,23.0,989.0
24306,PAMA_1 22.txt,HD,19.0,15.0,285.0
24308,PAMA_1 22.txt,HD,29.0,29.0,841.0
24321,PAMA_1 24.txt,HD,20.0,16.0,320.0
24323,PAMA_1 24.txt,HD,32.0,29.0,928.0
24330,PAMA_1 18.txt,HD,29.0,16.0,464.0
24332,PAMA_1 18.txt,HD,30.0,29.0,870.0
24343,PAMA_1 27.txt,HD,19.0,16.0,304.0
24346,PAMA_1 27.txt,HD,30.0,30.0,900.0
24351,PAMA_1 27.txt,HD,33.0,14.0,462.0
24352,PAMA_1 27.txt,HD,42.0,23.0,966.0
24353,PAMA_1 21.txt,HD,19.0,16.0,304.0
24354,PAMA_1 21.txt,HD,32.0,30.0,960.0
24359,PAMA_1 21.txt,HD,30.0,29.0,870.0
24377,PAMA_1 32.txt,HD,19.0,17.0,323.0
24378,PAMA_1 32.txt,HD,43.0,23.0,989.0
24381,PAMA_1 32.txt,HD,45.0,22.0,990.0
24383,PAMA_1 32.txt,HD,29.0,29.0,841.0
24401,PAMA_1 28.txt,HD,19.0,16.0,304.0
24402,PAMA_1 28.txt,HD,31.0,19.0,589.0
24403,PAMA_1 28.txt,HD,38.0,22.0,836.0
24404,PAMA_1 28.txt,HD,43.0,20.0,860.0
24409,PAMA_1 28.txt,HD,31.0,29.0,899.0
24420,PAMA_1 23.txt,HD,21.0,17.0,357.0
24423,PAMA_1 23.txt,HD,29.0,29.0,841.0
24428,PAMA_1 26.txt,HD,18.0,17.0,306.0
24429,PAMA_1 26.txt,HD,31.0,30.0,930.0
24431,PAMA_1 26.txt,HD,31.0,30.0,930.0
24435,PAMA_1 26.txt,HD,43.0,22.0,946.0
24437,PAMA_1 26.txt,HD,31.0,15.0,465.0
24438,PAMA_1 31.txt,HD,18.0,17.0,306.0
24443,PAMA_1 31.txt,HD,39.0,25.0,975.0
24444,PAMA_1 31.txt,HD,43.0,23.0,989.0
24445,PAMA_1 31.txt,HD,43.0,22.0,946.0
24446,PAMA_1 31.txt,HD,39.0,20.0,780.0
24453,PAMA_1 36.txt,HD,19.0,17.0,323.0
24457,PAMA_1 36.txt,HD,32.0,29.0,928.0
24461,PAMA_1 36.txt,HD,42.0,22.0,924.0
24464,PAMA_1 35.txt,HD,18.0,16.0,288.0
24465,PAMA_1 35.txt,HD,40.0,21.0,840.0
24466,PAMA_1 35.txt,HD,36.0,26.0,936.0
24467,PAMA_1 35.txt,HD,34.0,28.0,952.0
24469,PAMA_1 35.txt,HD,30.0,30.0,900.0
24473,PAMA_1 33.txt,HD,19.0,15.0,285.0
24474,PAMA_1 33.txt,HD,39.0,22.0,858.0
24480,PAMA_1 33.txt,HD,42.0,21.0,882.0
24483,PAMA_1 38.txt,HD,19.0,16.0,304.0
24484,PAMA_1 38.txt,HD,43.0,23.0,989.0
24485,PAMA_1 38.txt,HD,33.0,25.0,825.0
24489,PAMA_1 38.txt,HD,31.0,29.0,899.0
24496,PAMA_1 37.txt,HD,18.0,16.0,288.0
24499,PAMA_1 37.txt,HD,31.0,29.0,899.0
24503,PAMA_1 37.txt,HD,30.0,25.0,750.0
24504,PAMA_1 37.txt,HD,43.0,21.0,903.0
24508,PAMA_1 40.txt,HD,17.0,16.0,272.0
24509,PAMA_1 40.txt,HD,42.0,21.0,882.0
24513,PAMA_1 40.txt,HD,31.0,28.0,868.0
24514,PAMA_1 40.txt,HD,42.0,23.0,966.0
24516,PAMA_1 42.txt,HD,41.0,20.0,820.0
24517,PAMA_1 42.txt,HD,42.0,18.0,756.0
24518,PAMA_1 42.txt,HD,40.0,20.0,800.0
24519,PAMA_1 42.txt,HD,30.0,21.0,630.0
24520,PAMA_1 42.txt,HD,31.0,17.0,527.0
24521,PAMA_1 42.txt,HD,38.0,23.0,874.0
24531,PAMA_1 41.txt,HD,20.0,15.0,300.0
24533,PAMA_1 41.txt,HD,40.0,21.0,840.0
24536,PAMA_1 41.txt,HD,41.0,20.0,820.0
24537,PAMA_1 41.txt,HD,41.0,19.0,779.0
24538,PAMA_1 41.txt,HD,45.0,20.0,900.0
24541,PAMA_1 39.txt,HD,19.0,16.0,304.0
24542,PAMA_1 39.txt,HD,42.0,22.0,924.0
24543,PAMA_1 39.txt,HD,32.0,24.0,768.0
24546,PAMA_1 39.txt,HD,32.0,28.0,896.0
24580,PAMA_1 34.txt,HD,18.0,17.0,306.0
24581,PAMA_1 34.txt,HD,32.0,26.0,832.0
24583,PAMA_1 34.txt,HD,31.0,28.0,868.0
24584,PAMA_1 34.txt,HD,40.0,23.0,920.0
24586,PAMA_1 34.txt,HD,40.0,24.0,960.0
24588,PAMA_1 34.txt,HD,42.0,20.0,840.0
24591,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_3.txt,Person,9.0,17.0,153.0
24592,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_3.txt,Person,9.0,15.0,135.0
24594,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_3.txt,Person,7.0,19.0,133.0
24595,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_3.txt,Person,8.0,21.0,168.0
24596,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_3.txt,Person,8.0,20.0,160.0
24597,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_19.txt,Person,8.0,18.0,144.0
24599,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_19.txt,HD,37.0,27.0,999.0
24600,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_19.txt,Person,8.0,20.0,160.0
24601,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_19.txt,Person,6.0,20.0,120.0
24602,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_19.txt,Person,9.0,19.0,171.0
24603,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_19.txt,Person,8.0,23.0,184.0
24604,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_12.txt,Person,9.0,15.0,135.0
24606,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_12.txt,Person,9.0,22.0,198.0
24607,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_12.txt,Person,8.0,22.0,176.0
24608,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_12.txt,Person,9.0,21.0,189.0
24609,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_12.txt,Person,9.0,21.0,189.0
24610,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_7.txt,Person,9.0,17.0,153.0
24611,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_7.txt,Person,9.0,15.0,135.0
24613,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_7.txt,Person,7.0,21.0,147.0
24614,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_7.txt,Person,9.0,21.0,189.0
24615,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_7.txt,Person,8.0,21.0,168.0
24617,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_15.txt,Person,7.0,16.0,112.0
24618,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_15.txt,Person,8.0,18.0,144.0
24619,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_15.txt,Person,8.0,18.0,144.0
24620,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_15.txt,Person,9.0,22.0,198.0
24621,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_15.txt,Person,7.0,22.0,154.0
24622,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_3.txt,Person,8.0,21.0,168.0
24623,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_3.txt,Person,7.0,19.0,133.0
24624,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_3.txt,Person,8.0,21.0,168.0
24625,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_3.txt,Person,10.0,18.0,180.0
24627,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_3.txt,Person,7.0,21.0,147.0
24628,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_3.txt,HD,37.0,27.0,999.0
24630,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039.txt,Person,9.0,17.0,153.0
24632,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039.txt,Person,8.0,16.0,128.0
24633,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039.txt,Person,8.0,22.0,176.0
24634,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039.txt,Person,7.0,21.0,147.0
24635,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_5.txt,Person,8.0,21.0,168.0
24636,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_5.txt,Person,7.0,19.0,133.0
24637,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_5.txt,Person,8.0,21.0,168.0
24638,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_5.txt,Person,10.0,18.0,180.0
24640,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_5.txt,Person,7.0,21.0,147.0
24641,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_5.txt,HD,37.0,27.0,999.0
24642,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_10.txt,Person,8.0,21.0,168.0
24643,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_10.txt,Person,7.0,19.0,133.0
24644,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_10.txt,Person,8.0,21.0,168.0
24645,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_10.txt,Person,10.0,18.0,180.0
24647,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_10.txt,Person,7.0,21.0,147.0
24648,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_10.txt,HD,37.0,27.0,999.0
24649,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_0.txt,Person,8.0,21.0,168.0
24650,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_0.txt,Person,7.0,19.0,133.0
24651,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_0.txt,Person,8.0,21.0,168.0
24652,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_0.txt,Person,10.0,18.0,180.0
24654,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_0.txt,Person,7.0,21.0,147.0
24655,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_0.txt,HD,37.0,27.0,999.0
24656,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_11.txt,Person,7.0,15.0,105.0
24657,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_11.txt,Person,9.0,14.0,126.0
24659,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_11.txt,Person,9.0,17.0,153.0
24660,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_11.txt,Person,9.0,15.0,135.0
24662,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_14.txt,Person,9.0,18.0,162.0
24663,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_14.txt,Person,7.0,18.0,126.0
24664,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_14.txt,Person,8.0,18.0,144.0
24666,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_14.txt,HD,36.0,27.0,972.0
24667,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_14.txt,Person,7.0,21.0,147.0
24668,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_14.txt,Person,8.0,20.0,160.0
24670,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_17.txt,Person,7.0,16.0,112.0
24671,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_17.txt,Person,8.0,18.0,144.0
24672,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_17.txt,Person,8.0,18.0,144.0
24673,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_17.txt,Person,9.0,22.0,198.0
24674,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_17.txt,Person,7.0,22.0,154.0
24675,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_18.txt,Person,9.0,18.0,162.0
24676,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_18.txt,Person,8.0,18.0,144.0
24679,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_18.txt,Person,7.0,19.0,133.0
24680,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_18.txt,Person,8.0,16.0,128.0
24681,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_18.txt,Person,9.0,20.0,180.0
24683,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_5.txt,Person,9.0,17.0,153.0
24684,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_5.txt,Person,9.0,15.0,135.0
24686,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_5.txt,Person,8.0,20.0,160.0
24687,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_5.txt,Person,7.0,22.0,154.0
24689,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_16.txt,Person,7.0,16.0,112.0
24690,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_16.txt,Person,8.0,18.0,144.0
24691,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_16.txt,Person,8.0,18.0,144.0
24692,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_16.txt,Person,9.0,22.0,198.0
24693,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_16.txt,Person,7.0,22.0,154.0
24695,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_14.txt,Person,7.0,16.0,112.0
24696,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_14.txt,Person,8.0,18.0,144.0
24697,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_14.txt,Person,8.0,18.0,144.0
24698,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_14.txt,Person,9.0,22.0,198.0
24699,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_14.txt,Person,7.0,22.0,154.0
24702,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_18.txt,Person,7.0,16.0,112.0
24703,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_18.txt,Person,8.0,18.0,144.0
24704,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_18.txt,Person,8.0,18.0,144.0
24705,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_18.txt,Person,9.0,22.0,198.0
24706,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_18.txt,Person,7.0,22.0,154.0
24707,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_6.txt,Person,9.0,17.0,153.0
24708,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_6.txt,Person,9.0,15.0,135.0
24710,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_6.txt,Person,8.0,20.0,160.0
24711,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_6.txt,Person,8.0,18.0,144.0
24712,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_6.txt,Person,8.0,22.0,176.0
24713,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_9.txt,Person,8.0,21.0,168.0
24714,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_9.txt,Person,7.0,19.0,133.0
24715,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_9.txt,Person,8.0,21.0,168.0
24716,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_9.txt,Person,10.0,18.0,180.0
24718,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_9.txt,Person,7.0,21.0,147.0
24719,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_9.txt,HD,37.0,27.0,999.0
24720,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_6.txt,Person,8.0,21.0,168.0
24721,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_6.txt,Person,7.0,19.0,133.0
24722,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_6.txt,Person,8.0,21.0,168.0
24723,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_6.txt,Person,10.0,18.0,180.0
24725,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_6.txt,Person,7.0,21.0,147.0
24726,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_6.txt,HD,37.0,27.0,999.0
24727,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_11.txt,Person,8.0,21.0,168.0
24728,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_11.txt,Person,7.0,19.0,133.0
24729,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_11.txt,Person,8.0,21.0,168.0
24730,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_11.txt,Person,10.0,18.0,180.0
24732,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_11.txt,Person,7.0,21.0,147.0
24733,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_11.txt,HD,37.0,27.0,999.0
24734,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_9.txt,Person,9.0,17.0,153.0
24735,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_9.txt,Person,9.0,15.0,135.0
24737,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_9.txt,Person,10.0,20.0,200.0
24738,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_9.txt,Person,8.0,22.0,176.0
24739,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_9.txt,Person,7.0,19.0,133.0
24740,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_4.txt,Person,8.0,21.0,168.0
24741,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_4.txt,Person,7.0,19.0,133.0
24742,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_4.txt,Person,8.0,21.0,168.0
24743,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_4.txt,Person,10.0,18.0,180.0
24745,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_4.txt,Person,7.0,21.0,147.0
24746,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_4.txt,HD,37.0,27.0,999.0
24747,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_10.txt,Person,7.0,15.0,105.0
24748,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_10.txt,Person,9.0,14.0,126.0
24750,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_10.txt,Person,9.0,17.0,153.0
24751,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_10.txt,Person,9.0,15.0,135.0
24753,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_12.txt,Person,8.0,21.0,168.0
24754,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_12.txt,Person,7.0,19.0,133.0
24755,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_12.txt,Person,8.0,21.0,168.0
24756,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_12.txt,Person,10.0,18.0,180.0
24758,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_12.txt,Person,7.0,21.0,147.0
24759,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_12.txt,HD,37.0,27.0,999.0
24760,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_7.txt,Person,8.0,21.0,168.0
24761,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_7.txt,Person,7.0,19.0,133.0
24762,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_7.txt,Person,8.0,21.0,168.0
24763,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_7.txt,Person,10.0,18.0,180.0
24765,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_7.txt,Person,7.0,21.0,147.0
24766,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_7.txt,HD,37.0,27.0,999.0
24767,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_2.txt,Person,8.0,21.0,168.0
24768,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_2.txt,Person,7.0,19.0,133.0
24769,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_2.txt,Person,8.0,21.0,168.0
24770,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_2.txt,Person,10.0,18.0,180.0
24772,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_2.txt,Person,7.0,21.0,147.0
24773,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_2.txt,HD,37.0,27.0,999.0
24774,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_16.txt,Person,9.0,18.0,162.0
24775,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_16.txt,Person,8.0,18.0,144.0
24777,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_16.txt,HD,35.0,26.0,910.0
24778,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_16.txt,Person,6.0,20.0,120.0
24779,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_16.txt,Person,8.0,20.0,160.0
24780,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_16.txt,Person,7.0,21.0,147.0
24781,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_17.txt,Person,9.0,18.0,162.0
24784,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_17.txt,Person,8.0,20.0,160.0
24785,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_17.txt,Person,8.0,18.0,144.0
24786,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_17.txt,Person,7.0,19.0,133.0
24787,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_17.txt,Person,9.0,19.0,171.0
24788,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_1.txt,Person,8.0,21.0,168.0
24789,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_1.txt,Person,7.0,19.0,133.0
24790,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_1.txt,Person,8.0,21.0,168.0
24791,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_1.txt,Person,10.0,18.0,180.0
24793,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_1.txt,Person,7.0,21.0,147.0
24794,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_1.txt,HD,37.0,27.0,999.0
24795,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026.txt,Person,8.0,21.0,168.0
24796,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026.txt,Person,7.0,19.0,133.0
24797,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026.txt,Person,8.0,21.0,168.0
24798,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026.txt,Person,10.0,18.0,180.0
24800,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026.txt,Person,7.0,21.0,147.0
24801,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026.txt,HD,37.0,27.0,999.0
24803,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_19.txt,Person,7.0,16.0,112.0
24804,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_19.txt,Person,8.0,18.0,144.0
24805,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_19.txt,Person,8.0,18.0,144.0
24806,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_19.txt,Person,9.0,22.0,198.0
24807,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_19.txt,Person,7.0,22.0,154.0
24808,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_8.txt,Person,8.0,21.0,168.0
24809,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_8.txt,Person,7.0,19.0,133.0
24810,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_8.txt,Person,8.0,21.0,168.0
24811,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_8.txt,Person,10.0,18.0,180.0
24813,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_8.txt,Person,7.0,21.0,147.0
24814,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_8.txt,HD,37.0,27.0,999.0
24815,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_4.txt,Person,9.0,17.0,153.0
24816,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_4.txt,Person,9.0,15.0,135.0
24818,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_4.txt,HD,7.0,20.0,140.0
24819,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_4.txt,Person,8.0,22.0,176.0
24820,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 039_4.txt,Person,9.0,22.0,198.0
24822,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_15.txt,HD,38.0,26.0,988.0
24823,Pit 7 west pengisian handak DNX pengawas dedi pengawas buma izul 026_15.txt,Person,7.0,17.0,119.0
